종명,접수일시,도로유형,도로명
고라니,2021-07-19,고속국도(재정),55
멧돼지,2021-07-20,고속국도(재정),1
고라니,2021-07-20,고속국도(재정),25
고라니,2021-07-21,고속국도(재정),25
너구리,2021-07-21,고속국도(재정),55
고라니,2021-07-21,고속국도(재정),15
청둥오리,2021-07-21,고속국도(재정),1
고라니,2021-07-22,고속국도(재정),35
고라니,2021-07-22,고속국도(재정),15
고라니,2021-07-22,고속국도(재정),45
고라니,2021-07-22,고속국도(재정),37
고라니,2021-07-22,고속국도(재정),55
고라니,2021-07-23,고속국도(재정),60
고라니,2021-07-23,고속국도(재정),15
너구리,2021-07-24,고속국도(재정),12
고라니,2021-07-24,고속국도(재정),65
고라니,2021-07-25,고속국도(재정),451
고라니,2021-07-25,고속국도(재정),35
고라니,2021-07-26,고속국도(재정),15
고라니,2021-07-26,고속국도(재정),37
고라니,2021-07-26,고속국도(재정),55
고라니,2021-07-27,고속국도(재정),55
고라니,2021-07-27,고속국도(재정),15
고라니,2021-07-28,고속국도(재정),12
고라니,2021-07-29,고속국도(재정),65
노루,2021-07-29,고속국도(재정),65
고라니,2021-07-29,고속국도(재정),55
미동정(포유류),2021-07-30,고속국도(재정),45
개,2021-07-30,고속국도(재정),40
고라니,2021-07-30,고속국도(재정),40
고양이,2021-07-30,고속국도(재정),40
고양이,2021-07-30,고속국도(재정),30
미동정(포유류),2021-07-30,고속국도(재정),1
너구리,2021-07-30,고속국도(재정),55
고라니,2021-07-30,고속국도(재정),37
고라니,2021-07-30,고속국도(재정),1
고라니,2021-08-02,고속국도(재정),15
고라니,2021-08-03,고속국도(재정),15
수달,2021-08-03,고속국도(재정),253
고라니,2021-08-04,고속국도(재정),15
고양이,2021-08-04,고속국도(재정),15
고라니,2021-08-04,고속국도(재정),40
고라니,2021-08-05,고속국도(재정),1
고라니,2021-08-07,고속국도(재정),35
고라니,2021-08-08,고속국도(재정),251
미동정(조류),2021-08-09,고속국도(재정),중부내륙고속도로
고라니,2021-08-09,고속국도(재정),12
너구리,2021-08-10,고속국도(재정),55
고양이,2021-08-12,고속국도(재정),45
청둥오리,2021-08-16,고속국도(재정),1
고라니,2021-08-16,고속국도(재정),15
고라니,2021-08-17,고속국도(재정),102
고라니,2021-08-17,고속국도(재정),50
고라니,2021-08-18,고속국도(재정),35
고라니,2021-08-18,고속국도(재정),151
고라니,2021-08-19,고속국도(재정),15
고라니,2021-08-20,고속국도(재정),35
고라니,2021-08-20,고속국도(재정),251
개,2021-08-21,고속국도(재정),1
개,2021-08-21,고속국도(재정),35
미동정(포유류),2021-08-22,고속국도(재정),40
고양이,2021-08-22,고속국도(재정),120
너구리,2021-08-22,고속국도(재정),19
고라니,2021-08-23,고속국도(재정),30
고라니,2021-08-24,고속국도(재정),55
너구리,2021-08-24,고속국도(재정),1
고라니,2021-08-25,고속국도(재정),10
고라니,2021-08-25,고속국도(재정),12
고라니,2021-08-26,고속국도(재정),35
개,2021-08-26,고속국도(재정),40
수리부엉이,2021-08-26,고속국도(재정),35
고라니,2021-08-28,고속국도(재정),30
고양이,2021-08-29,고속국도(재정),37
고라니,2021-08-29,고속국도(재정),35
너구리,2021-08-30,고속국도(재정),30
고라니,2021-08-30,고속국도(재정),35
고라니,2021-08-31,고속국도(재정),10
고라니,2021-08-31,고속국도(재정),30
고라니,2021-09-02,고속국도(재정),30
고라니,2021-09-02,고속국도(재정),12
멧돼지,2021-09-03,고속국도(재정),65
고양이,2021-09-04,고속국도(재정),120
고라니,2021-09-06,고속국도(재정),35
너구리,2021-09-06,고속국도(재정),30
대륙유혈목이,2021-09-06,고속국도(재정),우륵대교
고라니,2021-09-06,고속국도(재정),25
고라니,2021-09-07,고속국도(재정),50
고라니,2021-09-07,고속국도(재정),55
멧돼지,2021-09-09,고속국도(재정),55
고양이,2021-09-10,고속국도(재정),30
고라니,2021-09-10,고속국도(재정),251
너구리,2021-09-10,고속국도(재정),251
고라니,2021-09-12,고속국도(민자),300
족제비,2021-09-12,고속국도(재정),120
삵,2021-09-12,고속국도(재정),55
고라니,2021-09-12,고속국도(재정),30
족제비,2021-09-14,고속국도(재정),30
오소리,2021-09-14,고속국도(재정),55
고라니,2021-09-15,고속국도(재정),12
개,2021-09-16,고속국도(재정),30
고라니,2021-09-16,고속국도(재정),151
고라니,2021-09-16,고속국도(재정),50
고양이,2021-09-17,고속국도(재정),35
고라니,2021-09-17,고속국도(재정),12
고라니,2021-09-17,고속국도(재정),153
오소리,2021-09-18,고속국도(재정),30
멧돼지,2021-09-19,고속국도(재정),55
너구리,2021-09-19,고속국도(재정),120
고라니,2021-09-19,고속국도(재정),20
너구리,2021-09-20,고속국도(재정),50
너구리,2021-09-20,고속국도(재정),30
고라니,2021-09-20,고속국도(재정),55
너구리,2021-09-20,고속국도(재정),35
고라니,2021-09-22,고속국도(재정),45
고라니,2021-09-22,고속국도(재정),15
고라니,2021-09-23,고속국도(재정),35
고라니,2021-09-23,고속국도(재정),50
고라니,2021-09-23,고속국도(재정),15
고라니,2021-09-24,고속국도(재정),35
꿩,2021-09-24,고속국도(재정),55
개,2021-09-25,고속국도(재정),1
고라니,2021-09-25,고속국도(재정),1
고라니,2021-09-26,고속국도(재정),1
족제비,2021-09-27,고속국도(재정),10
청설모,2021-09-29,고속국도(재정),25
고라니,2021-09-29,고속국도(재정),30
고라니,2021-09-30,고속국도(재정),30
고라니,2021-09-30,고속국도(재정),35
너구리,2021-09-30,고속국도(민자),100
고라니,2021-09-30,고속국도(재정),10
고라니,2021-09-30,고속국도(재정),12
멧돼지,2021-10-01,고속국도(재정),37
꿩,2021-10-01,고속국도(재정),15
고라니,2021-10-01,고속국도(재정),153
고라니,2021-10-01,고속국도(재정),1
고양이,2021-10-02,고속국도(재정),35
고라니,2021-10-02,고속국도(재정),15
고라니,2021-10-03,고속국도(재정),1
너구리,2021-10-03,고속국도(재정),30
너구리,2021-10-04,고속국도(재정),40
고양이,2021-10-04,고속국도(재정),55
고양이,2021-10-05,고속국도(재정),15
고라니,2021-10-05,고속국도(재정),35
멧돼지,2021-10-05,고속국도(재정),1
고라니,2021-10-06,고속국도(재정),15
너구리,2021-10-07,고속국도(재정),1
족제비,2021-10-07,고속국도(재정),25
고라니,2021-10-07,고속국도(재정),1
고라니,2021-10-07,고속국도(재정),55
너구리,2021-10-09,고속국도(재정),37
미동정(조류),2021-10-09,고속국도(재정),35
너구리,2021-10-10,고속국도(재정),15
너구리,2021-10-10,고속국도(재정),37
고라니,2021-10-10,고속국도(재정),35
고라니,2021-10-11,고속국도(재정),40
고라니,2021-10-11,고속국도(재정),551
미동정(포유류),2021-10-11,고속국도(재정),25
고라니,2021-10-12,고속국도(재정),30
너구리,2021-10-13,고속국도(재정),12
멧돼지,2021-10-13,고속국도(재정),55
고라니,2021-10-13,고속국도(재정),30
너구리,2021-10-14,고속국도(재정),50
고라니,2021-10-14,고속국도(재정),251
너구리,2021-10-14,고속국도(재정),35
고라니,2021-10-15,고속국도(재정),55
너구리,2021-10-15,고속국도(재정),30
족제비,2021-10-16,고속국도(재정),10
노루,2021-10-16,고속국도(재정),30
너구리,2021-10-17,고속국도(재정),35
고라니,2021-10-17,고속국도(재정),1
너구리,2021-10-18,고속국도(재정),251
고라니,2021-10-18,고속국도(재정),30
고라니,2021-10-19,고속국도(재정),12
고라니,2021-10-20,고속국도(재정),25
고양이,2021-10-20,고속국도(재정),1
고라니,2021-10-20,고속국도(재정),10
고라니,2021-10-20,고속국도(재정),30
너구리,2021-10-22,고속국도(재정),55
너구리,2021-10-22,고속국도(재정),35
고라니,2021-10-22,고속국도(재정),40
닭,2021-10-23,고속국도(재정),151
올빼미,2021-10-24,고속국도(재정),60
고라니,2021-10-24,고속국도(재정),35
고라니,2021-10-25,고속국도(재정),35
수리부엉이,2021-10-25,고속국도(재정),55
고양이,2021-10-25,고속국도(재정),55
고라니,2021-10-25,고속국도(재정),1
고양이,2021-10-25,고속국도(재정),45
고라니,2021-10-26,고속국도(재정),55
미동정(조류),2021-10-27,고속국도(재정),40
개,2021-10-27,고속국도(재정),40
고라니,2021-10-27,고속국도(재정),45
고라니,2021-10-27,고속국도(재정),40
고양이,2021-10-27,고속국도(재정),40
노루,2021-10-27,고속국도(재정),15
고라니,2021-10-27,고속국도(재정),15
고라니,2021-10-27,고속국도(재정),12
고양이,2021-10-27,고속국도(민자),120
고라니,2021-10-27,고속국도(재정),35
개,2021-10-27,고속국도(재정),55
고라니,2021-10-27,고속국도(재정),100
멧돼지,2021-10-27,고속국도(재정),65
고라니,2021-10-28,고속국도(재정),50
오소리,2021-10-28,고속국도(재정),50
꿩,2021-10-28,고속국도(재정),30
멧돼지,2021-10-28,고속국도(재정),30
고라니,2021-10-29,고속국도(재정),300
고라니,2021-10-29,고속국도(재정),50
고양이,2021-10-29,고속국도(재정),10
너구리,2021-10-29,고속국도(재정),12
멧돼지,2021-10-29,고속국도(재정),30
멧돼지,2021-10-30,고속국도(재정),15
고라니,2021-10-30,고속국도(재정),50
고라니,2021-10-30,고속국도(재정),15
고라니,2021-10-31,고속국도(재정),65
너구리,2021-10-31,고속국도(재정),15
고라니,2021-11-01,고속국도(재정),35
너구리,2021-11-02,고속국도(재정),35
고라니,2021-11-02,고속국도(재정),15
고라니,2021-11-02,고속국도(재정),10
고라니,2021-11-03,고속국도(재정),15
너구리,2021-11-03,고속국도(재정),1
너구리,2021-11-03,고속국도(재정),300
너구리,2021-11-03,고속국도(재정),65
고라니,2021-11-03,고속국도(재정),55
미동정(포유류),2021-11-04,고속국도(재정),50
고라니,2021-11-04,고속국도(재정),1
고라니,2021-11-04,고속국도(재정),15
고라니,2021-11-05,고속국도(재정),30
고양이,2021-11-05,고속국도(재정),29
고라니,2021-11-05,고속국도(재정),55
고라니,2021-11-06,고속국도(재정),55
고라니,2021-11-06,고속국도(재정),15
고라니,2021-11-06,고속국도(재정),1
고라니,2021-11-06,고속국도(재정),35
고라니,2021-11-07,고속국도(재정),1
고라니,2021-11-07,고속국도(재정),35
고라니,2021-11-08,고속국도(재정),251
고라니,2021-11-08,고속국도(재정),30
개,2021-11-08,고속국도(재정),35
고라니,2021-11-08,고속국도(재정),40
고라니,2021-11-08,고속국도(재정),15
고라니,2021-11-09,고속국도(재정),15
고라니,2021-11-11,고속국도(재정),1
고라니,2021-11-11,고속국도(재정),37
너구리,2021-11-12,고속국도(재정),10
고라니,2021-11-12,고속국도(재정),251
멧돼지,2021-11-13,고속국도(재정),55
개,2021-11-14,고속국도(재정),50
개,2021-11-14,고속국도(재정),1
멧돼지,2021-11-14,고속국도(재정),35
고라니,2021-11-14,고속국도(재정),55
개,2021-11-14,고속국도(재정),10
고라니,2021-11-15,고속국도(재정),35
고라니,2021-11-15,고속국도(재정),45
멧돼지,2021-11-15,고속국도(재정),451
멧돼지,2021-11-16,고속국도(재정),15
고라니,2021-11-16,고속국도(재정),45
개,2021-11-16,고속국도(재정),151
고양이,2021-11-16,고속국도(재정),151
고라니,2021-11-17,고속국도(재정),12
고라니,2021-11-17,고속국도(재정),45
고라니,2021-11-17,고속국도(재정),35
멧돼지,2021-11-17,고속국도(재정),1
수달,2021-11-17,고속국도(재정),10
고라니,2021-11-18,고속국도(재정),12
고라니,2021-11-18,고속국도(재정),24
고라니,2021-11-18,고속국도(재정),1
고라니,2021-11-18,고속국도(재정),35
고라니,2021-11-18,고속국도(재정),30
고라니,2021-11-19,고속국도(재정),1
개,2021-11-20,고속국도(재정),30
고라니,2021-11-20,고속국도(재정),50
고라니,2021-11-20,고속국도(재정),15
고라니,2021-11-20,고속국도(재정),35
고라니,2021-11-21,고속국도(재정),15
고라니,2021-11-21,고속국도(재정),151
고라니,2021-11-21,고속국도(재정),25
멧돼지,2021-11-21,고속국도(재정),12
멧돼지,2021-11-22,고속국도(재정),45
고라니,2021-11-22,고속국도(재정),55
수달,2021-11-23,고속국도(재정),30
고라니,2021-11-23,고속국도(재정),60
고라니,2021-11-24,고속국도(재정),45
개,2021-11-24,고속국도(재정),45
너구리,2021-11-24,고속국도(재정),10
개,2021-11-24,고속국도(재정),12
고라니,2021-11-25,고속국도(재정),40
고라니,2021-11-26,고속국도(재정),30
고라니,2021-11-26,고속국도(재정),50
고라니,2021-11-26,고속국도(재정),35
멧돼지,2021-11-26,고속국도(재정),50
고라니,2021-11-27,고속국도(재정),55
고라니,2021-11-28,고속국도(재정),300
멧돼지,2021-11-28,고속국도(재정),55
고라니,2021-11-28,고속국도(재정),15
고라니,2021-11-28,고속국도(재정),55
고라니,2021-11-28,고속국도(재정),30
고라니,2021-11-28,고속국도(재정),251
고라니,2021-11-28,고속국도(재정),37
고라니,2021-11-29,고속국도(재정),27
고라니,2021-11-29,고속국도(재정),40
멧돼지,2021-11-29,고속국도(재정),35
멧돼지,2021-11-30,고속국도(재정),50
고라니,2021-11-30,고속국도(재정),50
고양이,2021-11-30,고속국도(재정),50
고라니,2021-11-30,고속국도(재정),35
고라니,2021-12-01,고속국도(재정),55
멧돼지,2021-12-02,고속국도(재정),35
미동정(포유류),2021-12-02,고속국도(재정),55
고라니,2021-12-02,고속국도(재정),1
고라니,2021-12-03,고속국도(재정),1
고라니,2021-12-04,고속국도(재정),1
고양이,2021-12-04,고속국도(재정),37
고라니,2021-12-04,고속국도(재정),55
고라니,2021-12-05,고속국도(재정),35
고라니,2021-12-05,고속국도(재정),15
고라니,2021-12-05,고속국도(재정),55
고라니,2021-12-05,고속국도(재정),30
고라니,2021-12-05,고속국도(재정),1
꿩,2021-12-06,고속국도(재정),1
고라니,2021-12-07,고속국도(재정),35
고라니,2021-12-07,고속국도(재정),12
고라니,2021-12-08,고속국도(재정),35
고라니,2021-12-08,고속국도(재정),40
노루,2021-12-08,고속국도(재정),30
고라니,2021-12-09,고속국도(재정),35
고라니,2021-12-10,고속국도(재정),1
고양이,2021-12-10,고속국도(민자),6
오소리,2021-12-10,고속국도(재정),55
고라니,2021-12-10,고속국도(재정),45
고라니,2021-12-11,고속국도(재정),40
고라니,2021-12-11,고속국도(재정),37
고라니,2021-12-11,고속국도(재정),35
고라니,2021-12-11,고속국도(재정),55
고라니,2021-12-11,고속국도(재정),1
고라니,2021-12-12,고속국도(재정),1
